ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,TotalVisiting
0,30.0,Company Invited,1,2.0794415416798357,Small Business,3.0,Basic,3.0,Unmarried,1.0,0,4,1,Executive,9.773606631681607,2.0
0,60.0,Company Invited,3,3.5263605246161616,Small Business,4.0,Standard,5.0,Married,5.0,0,1,1,Senior Manager,10.137214897389983,3.0
0,47.0,Self Enquiry,1,2.0794415416798357,Small Business,3.0,Deluxe,3.0,Married,6.0,0,1,0,Manager,9.906981441790384,3.0
0,46.0,Self Enquiry,1,2.0794415416798357,Salaried,3.0,Super Deluxe,3.0,Married,7.0,0,5,1,AVP,10.399231263877141,2.0
0,35.0,Self Enquiry,1,3.332204510175204,Salaried,5.0,Basic,3.0,Unmarried,1.0,0,4,1,Executive,10.014447362844386,3.0
0,36.0,Self Enquiry,1,1.6094379124341003,Salaried,3.0,Deluxe,3.0,Unmarried,1.0,0,1,0,Manager,10.014447362844386,2.0
0,34.0,Self Enquiry,1,2.0794415416798357,Salaried,4.0,Basic,3.0,Married,4.0,0,5,1,Executive,9.785154365574263,5.0
0,46.0,Self Enquiry,3,2.772588722239781,Small Business,4.0,Standard,3.0,Married,3.0,1,1,0,Senior Manager,10.088763075406442,3.0
0,31.0,Self Enquiry,1,2.70805020110221,Salaried,3.0,Standard,4.0,Married,2.0,0,3,0,Senior Manager,10.152220874849334,2.0
1,33.0,Self Enquiry,1,3.044522437723423,Small Business,3.0,Standard,3.0,Married,1.0,1,5,1,Senior Manager,10.261511586044156,2.0
1,36.0,Self Enquiry,1,2.772588722239781,Small Business,5.0,Basic,3.0,Married,1.0,0,5,0,Executive,9.820540631715202,2.0
0,30.0,Self Enquiry,3,2.5649493574615367,Small Business,3.0,Basic,4.0,Unmarried,1.0,0,1,0,Executive,9.797182146165197,2.0
0,35.0,Self Enquiry,1,3.091042453358316,Salaried,3.0,Standard,3.0,Married,5.0,1,1,0,Senior Manager,10.027120112981404,3.0
1,31.0,Company Invited,1,3.258096538021482,Salaried,3.0,Standard,3.0,Married,4.0,0,3,1,Senior Manager,10.119566206128216,3.0
1,34.0,Company Invited,2,3.367295829986474,Salaried,3.0,Standard,5.0,Married,1.0,1,3,1,Senior Manager,10.124629101179664,2.0
0,42.0,Company Invited,1,2.3978952727983707,Salaried,3.0,Basic,3.0,Married,5.0,0,3,0,Executive,9.746424301956267,4.0
0,36.0,Company Invited,3,2.772588722239781,Small Business,3.0,Standard,3.0,Unmarried,2.0,0,1,1,Senior Manager,10.125830783679568,3.0
1,36.0,Company Invited,1,2.302585092994046,Large Business,4.0,Basic,3.0,Unmarried,6.0,0,5,0,Executive,10.014447362844386,3.0
0,36.0,Self Enquiry,3,2.0794415416798357,Small Business,3.0,Deluxe,3.0,Married,3.0,0,5,1,Manager,10.014447362844386,2.0
0,55.0,Self Enquiry,3,3.1780538303479458,Salaried,3.0,Super Deluxe,4.0,Unmarried,4.0,0,1,1,AVP,10.368321592451126,2.0
0,41.0,Company Invited,3,2.772588722239781,Salaried,3.0,Deluxe,3.0,Unmarried,1.0,0,1,0,Manager,9.963170554697301,3.0
0,35.0,Self Enquiry,3,2.5649493574615367,Small Business,3.0,Deluxe,3.0,Married,1.0,0,3,0,Manager,9.889236486766269,3.0
0,40.0,Self Enquiry,1,2.4849066497880004,Salaried,3.0,Super Deluxe,3.0,Unmarried,1.0,0,5,1,AVP,10.248388453669511,3.0
0,36.0,Company Invited,1,2.6390573296152584,Salaried,3.0,Basic,3.0,Married,2.0,0,1,1,Executive,10.014447362844386,3.0
0,31.0,Self Enquiry,3,2.0794415416798357,Salaried,3.0,Deluxe,3.0,Unmarried,5.0,1,5,1,Manager,9.97961491292368,4.0
0,42.0,Self Enquiry,1,3.4011973816621555,Small Business,3.0,Standard,5.0,Married,2.0,1,1,1,Senior Manager,10.017084059118668,2.0
0,45.0,Self Enquiry,3,2.5649493574615367,Salaried,3.0,Deluxe,4.0,Married,1.0,0,5,1,Manager,9.893689710056018,5.0
1,26.0,Company Invited,2,3.1354942159291497,Salaried,3.0,Basic,3.0,Married,1.0,1,5,0,Executive,9.783633624060649,3.0
0,29.0,Self Enquiry,1,2.5649493574615367,Large Business,3.0,Deluxe,3.0,Married,5.0,0,5,1,Manager,10.014447362844386,2.0
0,33.0,Self Enquiry,1,1.791759469228055,Small Business,1.0,Super Deluxe,3.0,Married,5.0,0,1,1,AVP,10.347660421747342,3.0
0,31.0,Self Enquiry,3,2.5649493574615367,Salaried,4.0,Standard,3.0,Married,1.0,0,3,1,Senior Manager,10.187048645403605,2.0
1,18.0,Company Invited,3,2.3978952727983707,Small Business,3.0,Basic,4.0,Unmarried,2.0,1,4,1,Executive,9.733766277717912,3.0
0,40.0,Company Invited,3,3.5263605246161616,Salaried,5.0,Standard,5.0,Married,4.0,0,5,0,Senior Manager,10.163233006294886,3.0
0,41.0,Company Invited,1,2.0794415416798357,Salaried,4.0,Deluxe,3.0,Unmarried,3.0,1,1,0,Manager,9.990169708671852,3.0
0,26.0,Self Enquiry,3,2.5649493574615367,Small Business,3.0,Deluxe,3.0,Married,6.0,0,5,0,Manager,10.014447362844386,2.0
0,35.0,Self Enquiry,3,2.5649493574615367,Small Business,3.0,Deluxe,3.0,Unmarried,2.0,0,4,1,Manager,9.896412583864164,3.0
0,34.0,Self Enquiry,3,3.295836866004329,Salaried,1.0,Deluxe,3.0,Unmarried,2.0,0,3,0,Manager,9.920197166099076,3.0
1,26.0,Self Enquiry,1,3.4011973816621555,Large Business,5.0,Basic,3.0,Unmarried,2.0,1,3,0,Executive,9.760771250334534,4.0
0,37.0,Self Enquiry,1,1.791759469228055,Large Business,3.0,Standard,3.0,Unmarried,5.0,0,5,1,Senior Manager,10.020870508171171,2.0
0,46.0,Company Invited,1,3.1780538303479458,Small Business,3.0,Standard,3.0,Married,6.0,0,3,0,Senior Manager,10.147491994517667,3.0
0,41.0,Self Enquiry,3,2.0794415416798357,Salaried,3.0,Super Deluxe,5.0,Married,1.0,0,5,1,AVP,10.360754159207556,5.0
0,37.0,Company Invited,3,2.70805020110221,Small Business,3.0,Standard,4.0,Married,2.0,0,1,1,Senior Manager,10.07886841165075,5.0
0,52.0,Self Enquiry,1,2.4849066497880004,Large Business,3.0,Deluxe,5.0,Married,4.0,1,4,1,Manager,9.931929226167432,4.0
1,32.0,Company Invited,3,2.5649493574615367,Salaried,1.0,Deluxe,3.0,Married,1.0,0,3,1,Manager,9.888729181560583,2.0
0,24.0,Company Invited,3,3.4011973816621555,Small Business,3.0,Basic,3.0,Married,1.0,0,4,1,Executive,9.764225485202621,3.0
0,38.0,Self Enquiry,1,2.772588722239781,Small Business,3.0,Deluxe,3.0,Married,4.0,0,3,0,Manager,10.119566206128216,4.0
0,37.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Deluxe,4.0,Married,7.0,0,1,1,Manager,9.973340054434962,5.0
0,49.0,Self Enquiry,1,3.1780538303479458,Salaried,4.0,King,3.0,Married,2.0,1,3,1,VP,10.399231263877141,2.0
0,24.0,Self Enquiry,1,3.367295829986474,Small Business,1.0,Basic,3.0,Married,2.0,1,4,0,Executive,9.782731351400328,2.0
0,26.0,Self Enquiry,3,3.5263605246161616,Small Business,3.0,Deluxe,4.0,Married,2.0,0,3,0,Manager,9.965146932922856,3.0
0,24.0,Self Enquiry,1,3.1354942159291497,Salaried,4.0,Basic,4.0,Married,2.0,0,3,1,Executive,9.748411444632369,4.0
0,50.0,Company Invited,2,2.1972245773362196,Small Business,3.0,King,4.0,Married,2.0,0,1,1,VP,10.399231263877141,5.0
0,25.0,Self Enquiry,3,2.9444389791664403,Small Business,3.0,Basic,3.0,Married,2.0,0,3,1,Executive,9.746599796998984,3.0
1,24.0,Company Invited,1,2.5649493574615367,Salaried,3.0,Basic,3.0,Married,2.0,1,4,0,Executive,9.791773562906126,2.0
1,30.0,Company Invited,3,2.8903717578961645,Salaried,4.0,Basic,5.0,Married,2.0,0,5,1,Executive,9.742907917860578,5.0
0,36.0,Self Enquiry,1,1.791759469228055,Salaried,4.0,Basic,3.0,Married,2.0,1,1,1,Executive,9.832098956448474,3.0
1,31.0,Self Enquiry,3,2.5649493574615367,Small Business,3.0,Deluxe,5.0,Married,3.0,0,1,0,Manager,10.014447362844386,3.0
0,36.0,Self Enquiry,1,3.4339872044851463,Salaried,4.0,Deluxe,3.0,Unmarried,5.0,0,1,1,Manager,9.835262243540562,2.0
0,31.0,Self Enquiry,3,2.4849066497880004,Small Business,1.0,Deluxe,3.0,Married,5.0,0,5,1,Manager,9.926227039505617,4.0
0,27.0,Self Enquiry,1,2.4849066497880004,Small Business,4.0,Basic,3.0,Married,1.0,0,1,0,Executive,9.751908563076688,4.0
0,37.0,Self Enquiry,3,2.0794415416798357,Small Business,3.0,Deluxe,3.0,Married,5.0,1,3,0,Manager,10.11058301942873,5.0
0,20.0,Self Enquiry,1,1.791759469228055,Salaried,4.0,Basic,4.0,Unmarried,2.0,0,4,0,Executive,9.788974165747367,3.0
0,36.0,Self Enquiry,1,2.0794415416798357,Salaried,3.0,Deluxe,3.0,Married,2.0,0,1,0,Manager,10.014447362844386,2.0
0,43.0,Self Enquiry,1,2.4849066497880004,Salaried,4.0,Super Deluxe,3.0,Married,5.0,1,3,1,AVP,10.361766465136906,2.0
0,38.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Basic,5.0,Unmarried,4.0,0,1,0,Executive,9.77673314419063,3.0
0,43.0,Company Invited,1,2.70805020110221,Small Business,3.0,Deluxe,3.0,Married,4.0,1,3,1,Manager,9.936873971553762,5.0
0,48.0,Self Enquiry,1,1.791759469228055,Salaried,4.0,Super Deluxe,5.0,Married,1.0,0,4,0,AVP,10.322263674703965,2.0
0,44.0,Self Enquiry,2,1.791759469228055,Salaried,4.0,Deluxe,3.0,Unmarried,5.0,0,5,1,Manager,9.951563175767692,3.0
0,34.0,Self Enquiry,3,2.995732273553991,Large Business,3.0,Basic,3.0,Married,2.0,1,5,1,Executive,9.774460286799892,2.0
1,27.0,Self Enquiry,3,2.0794415416798357,Small Business,3.0,Basic,5.0,Married,1.0,0,5,1,Executive,9.800402224452803,3.0
0,36.0,Self Enquiry,3,3.332204510175204,Large Business,3.0,Basic,3.0,Unmarried,2.0,0,1,0,Executive,9.82265703462158,2.0
0,44.0,Self Enquiry,1,2.1972245773362196,Salaried,3.0,King,3.0,Married,5.0,1,1,0,VP,10.399231263877141,3.0
0,22.0,Self Enquiry,1,2.4849066497880004,Small Business,3.0,Basic,3.0,Married,1.0,0,1,1,Executive,9.785435730759993,4.0
0,33.0,Self Enquiry,3,2.6390573296152584,Small Business,3.0,Deluxe,3.0,Married,1.0,0,1,0,Manager,10.003513866603253,2.0
0,32.0,Self Enquiry,1,2.70805020110221,Salaried,3.0,Deluxe,3.0,Married,2.0,1,5,1,Manager,9.96749468251042,5.0
0,30.0,Company Invited,1,2.1972245773362196,Small Business,3.0,Basic,3.0,Married,2.0,0,3,1,Executive,9.745839095947058,4.0
0,53.0,Self Enquiry,3,1.791759469228055,Small Business,3.0,Deluxe,5.0,Unmarried,1.0,0,1,1,Manager,10.059679005711038,3.0
0,34.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Basic,3.0,Married,2.0,0,3,1,Executive,9.780811314668615,3.0
1,45.0,Company Invited,3,2.5649493574615367,Salaried,3.0,Deluxe,5.0,Married,3.0,0,1,0,Manager,10.014447362844386,5.0
0,26.0,Self Enquiry,1,2.4849066497880004,Salaried,3.0,Basic,3.0,Married,2.0,1,1,0,Executive,9.779000847413124,4.0
0,37.0,Self Enquiry,1,2.1972245773362196,Salaried,3.0,Standard,3.0,Married,2.0,0,1,1,Senior Manager,10.103730883964005,2.0
0,29.0,Self Enquiry,3,2.1972245773362196,Small Business,3.0,Deluxe,3.0,Married,2.0,0,1,0,Manager,9.931151356518601,3.0
0,35.0,Self Enquiry,1,2.4849066497880004,Salaried,5.0,Deluxe,3.0,Unmarried,2.0,0,5,0,Manager,9.982575958855092,3.0
0,33.0,Company Invited,1,2.4849066497880004,Salaried,3.0,Deluxe,3.0,Married,4.0,0,5,1,Manager,10.03122091904568,1.0
0,54.0,Self Enquiry,2,3.2188758248682006,Small Business,3.0,Standard,4.0,Married,3.0,0,3,1,Senior Manager,10.15521856070225,3.0
0,36.0,Self Enquiry,1,2.70805020110221,Small Business,4.0,Deluxe,4.0,Married,3.0,1,4,0,Manager,10.079413702241222,3.0
0,27.0,Self Enquiry,1,2.1972245773362196,Small Business,4.0,Basic,3.0,Unmarried,1.0,0,1,1,Executive,9.743612184572003,3.0
1,20.0,Self Enquiry,1,2.772588722239781,Small Business,3.0,Basic,3.0,Unmarried,2.0,1,5,1,Executive,9.680906343078094,3.0
1,36.0,Company Invited,1,2.1972245773362196,Salaried,3.0,Basic,5.0,Unmarried,2.0,1,5,1,Executive,9.817275855717062,3.0
0,35.0,Company Invited,1,2.1972245773362196,Salaried,4.0,Basic,3.0,Married,2.0,0,1,1,Executive,9.697754062731514,3.0
0,23.0,Self Enquiry,1,2.302585092994046,Small Business,1.0,Basic,5.0,Married,3.0,0,4,0,Executive,9.788020582727414,3.0
0,25.0,Self Enquiry,3,2.5649493574615367,Salaried,1.0,Deluxe,4.0,Married,1.0,0,4,1,Manager,9.89600966268017,2.0
0,36.0,Self Enquiry,3,2.5649493574615367,Small Business,4.0,Deluxe,3.0,Unmarried,1.0,0,1,1,Manager,10.014447362844386,2.0
0,29.0,Company Invited,1,1.791759469228055,Salaried,5.0,Basic,3.0,Married,2.0,0,1,0,Executive,9.782449224159071,5.0
0,48.0,Self Enquiry,3,2.0794415416798357,Small Business,1.0,Deluxe,4.0,Married,4.0,0,3,0,Manager,10.048453322786314,3.0
0,27.0,Company Invited,3,2.5649493574615367,Small Business,1.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,9.885679933886163,3.0
0,37.0,Self Enquiry,1,2.5649493574615367,Salaried,1.0,Basic,3.0,Unmarried,4.0,0,4,1,Executive,9.887358170606245,5.0
0,50.0,Self Enquiry,1,3.5263605246161616,Small Business,1.0,Basic,3.0,Married,2.0,1,1,0,Executive,9.810330054049878,4.0
0,34.0,Self Enquiry,1,2.70805020110221,Small Business,4.0,Standard,4.0,Unmarried,2.0,0,1,1,Senior Manager,10.069891425857708,2.0
1,24.0,Self Enquiry,3,2.5649493574615367,Salaried,3.0,Deluxe,3.0,Unmarried,1.0,0,1,1,Manager,9.882110686776542,4.0
0,39.0,Self Enquiry,1,2.5649493574615367,Large Business,4.0,Deluxe,3.0,Unmarried,2.0,0,1,1,Manager,9.880884006326275,4.0
0,32.0,Self Enquiry,3,2.772588722239781,Small Business,3.0,Deluxe,3.0,Unmarried,2.0,0,4,1,Manager,9.923094082175046,3.0
1,50.0,Company Invited,3,2.6390573296152584,Large Business,3.0,Deluxe,3.0,Married,4.0,1,5,0,Manager,9.989481745702989,2.0
0,38.0,Self Enquiry,1,1.791759469228055,Salaried,1.0,Deluxe,3.0,Unmarried,1.0,0,1,0,Manager,10.026810768568128,2.0
0,27.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Standard,5.0,Married,2.0,0,4,0,Senior Manager,10.017351808685175,5.0
0,32.0,Self Enquiry,1,2.1972245773362196,Salaried,3.0,Standard,3.0,Unmarried,4.0,0,1,1,Senior Manager,10.171948578540798,2.0
0,47.0,Self Enquiry,3,2.995732273553991,Small Business,4.0,Deluxe,5.0,Unmarried,3.0,0,1,1,Manager,9.901485549865455,3.0
0,40.0,Company Invited,3,2.3978952727983707,Salaried,4.0,Standard,5.0,Married,6.0,1,5,0,Senior Manager,10.145452858090925,2.0
0,53.0,Self Enquiry,1,2.5649493574615367,Salaried,1.0,Super Deluxe,3.0,Married,4.0,0,1,0,AVP,10.302733360830375,3.0
0,41.0,Self Enquiry,2,2.772588722239781,Salaried,4.0,King,3.0,Married,4.0,0,1,1,VP,10.399231263877141,4.0
0,60.0,Self Enquiry,3,3.091042453358316,Small Business,3.0,Deluxe,5.0,Unmarried,1.0,0,4,1,Manager,9.923535247839906,3.0
0,27.0,Company Invited,1,2.772588722239781,Salaried,3.0,Standard,5.0,Married,2.0,0,3,0,Senior Manager,10.077146698751429,3.0
0,41.0,Self Enquiry,2,1.791759469228055,Salaried,4.0,King,3.0,Married,2.0,0,1,1,VP,10.399231263877141,3.0
0,36.0,Self Enquiry,3,2.6390573296152584,Small Business,3.0,Basic,4.0,Married,1.0,0,1,0,Executive,10.014447362844386,3.0
1,28.0,Self Enquiry,1,1.791759469228055,Salaried,5.0,Basic,4.0,Unmarried,1.0,1,1,1,Executive,9.75359446296151,5.0
0,36.0,Company Invited,1,2.6390573296152584,Salaried,1.0,Standard,5.0,Married,1.0,0,3,0,Senior Manager,10.192905617280958,4.0
0,38.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Standard,3.0,Unmarried,5.0,1,1,0,Senior Manager,10.03718768092397,3.0
0,36.0,Company Invited,1,3.4011973816621555,Small Business,5.0,Basic,3.0,Unmarried,3.0,0,3,0,Executive,9.836706518845777,2.0
0,47.0,Company Invited,3,2.1972245773362196,Small Business,3.0,Super Deluxe,3.0,Married,1.0,1,5,1,AVP,10.267088456545594,2.0
0,30.0,Self Enquiry,3,3.4965075614664802,Small Business,3.0,Deluxe,3.0,Married,1.0,0,3,1,Manager,9.918573189954168,5.0
0,29.0,Self Enquiry,3,2.772588722239781,Salaried,3.0,Basic,3.0,Unmarried,2.0,0,4,1,Executive,9.778037701818713,3.0
1,42.0,Company Invited,1,3.2188758248682006,Small Business,1.0,Basic,3.0,Married,7.0,1,3,0,Executive,9.784647708654596,2.0
0,43.0,Company Invited,3,3.044522437723423,Salaried,4.0,Deluxe,3.0,Married,4.0,0,5,1,Manager,9.989848718184172,2.0
0,34.0,Self Enquiry,1,2.6390573296152584,Small Business,3.0,Deluxe,3.0,Unmarried,4.0,0,4,0,Manager,9.959016862328609,4.0
0,23.0,Self Enquiry,1,2.70805020110221,Small Business,3.0,Basic,5.0,Married,2.0,0,3,1,Executive,9.769956159911606,2.0
0,39.0,Self Enquiry,2,2.1972245773362196,Salaried,1.0,Deluxe,4.0,Married,1.0,0,1,0,Manager,9.970632050165458,2.0
0,56.0,Self Enquiry,1,2.70805020110221,Small Business,3.0,Super Deluxe,3.0,Married,1.0,0,4,0,AVP,10.169805529234134,2.0
0,40.0,Self Enquiry,1,2.0794415416798357,Small Business,4.0,Basic,3.0,Unmarried,1.0,1,3,0,Executive,9.760886583937106,2.0
0,27.0,Self Enquiry,1,2.5649493574615367,Small Business,4.0,Deluxe,5.0,Unmarried,1.0,0,3,1,Manager,9.990169708671852,2.0
0,29.0,Self Enquiry,3,2.772588722239781,Small Business,3.0,Basic,4.0,Married,2.0,0,1,1,Executive,9.758288355043923,2.0
0,53.0,Self Enquiry,1,2.4849066497880004,Salaried,3.0,Deluxe,3.0,Unmarried,3.0,0,5,1,Manager,9.767094927630573,3.0
0,35.0,Company Invited,1,2.0794415416798357,Salaried,3.0,Deluxe,5.0,Married,3.0,0,4,1,Manager,9.908126774684552,5.0
0,32.0,Company Invited,1,3.4011973816621555,Salaried,3.0,Deluxe,3.0,Married,2.0,0,4,1,Manager,9.91881941653311,5.0
0,38.0,Self Enquiry,1,2.0794415416798357,Small Business,3.0,Basic,3.0,Married,7.0,1,4,0,Executive,9.801288700215881,5.0
0,34.0,Self Enquiry,1,2.6390573296152584,Salaried,3.0,Deluxe,5.0,Married,4.0,0,5,1,Manager,9.909519324767848,3.0
0,52.0,Self Enquiry,3,2.1972245773362196,Small Business,4.0,Super Deluxe,5.0,Married,2.0,0,5,1,AVP,10.368981026303977,2.0
1,33.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Basic,3.0,Unmarried,2.0,1,3,1,Executive,9.78052864513568,3.0
0,25.0,Self Enquiry,3,3.4657359027997265,Small Business,3.0,Deluxe,3.0,Unmarried,2.0,0,4,0,Manager,9.960812619155398,2.0
0,45.0,Self Enquiry,3,2.0794415416798357,Large Business,5.0,Deluxe,3.0,Unmarried,1.0,0,5,1,Manager,9.98192897884269,3.0
0,36.0,Self Enquiry,1,2.772588722239781,Small Business,1.0,Basic,3.0,Unmarried,2.0,0,1,0,Executive,9.825796244820257,4.0
1,47.0,Company Invited,3,3.4965075614664802,Salaried,1.0,Deluxe,3.0,Unmarried,5.0,1,4,0,Manager,9.97100600426695,4.0
0,34.0,Self Enquiry,3,2.0794415416798357,Salaried,3.0,Deluxe,3.0,Unmarried,2.0,0,5,0,Manager,9.96524094881161,3.0
1,55.0,Self Enquiry,1,2.0794415416798357,Small Business,3.0,King,5.0,Married,6.0,1,1,1,VP,10.399231263877141,4.0
0,36.0,Company Invited,3,2.6390573296152584,Salaried,4.0,Standard,5.0,Unmarried,2.0,0,1,0,Senior Manager,10.025129798518233,3.0
0,52.0,Company Invited,1,2.5649493574615367,Small Business,3.0,Basic,3.0,Married,1.0,0,3,1,Executive,10.014447362844386,2.0
0,26.0,Self Enquiry,1,2.5649493574615367,Salaried,5.0,Basic,3.0,Married,4.0,0,4,1,Executive,10.014447362844386,3.0
0,29.0,Self Enquiry,1,2.5649493574615367,Small Business,3.0,Deluxe,3.0,Married,5.0,0,1,0,Manager,10.014447362844386,4.0
1,26.0,Self Enquiry,3,2.6390573296152584,Large Business,4.0,Deluxe,5.0,Unmarried,7.0,0,3,0,Manager,9.919656133697712,2.0
0,34.0,Self Enquiry,1,1.791759469228055,Salaried,1.0,Basic,3.0,Unmarried,3.0,0,1,1,Executive,9.813562845008141,4.0
0,54.0,Self Enquiry,1,3.2188758248682006,Small Business,3.0,Deluxe,5.0,Married,1.0,1,3,0,Manager,9.927448189980971,5.0
0,27.0,Self Enquiry,3,2.5649493574615367,Small Business,3.0,Deluxe,3.0,Married,1.0,0,3,1,Manager,10.014447362844386,3.0
0,37.0,Self Enquiry,1,2.772588722239781,Salaried,3.0,Basic,5.0,Married,1.0,1,3,1,Executive,9.785941988681085,2.0
0,38.0,Company Invited,1,2.0794415416798357,Salaried,1.0,Deluxe,5.0,Unmarried,7.0,1,1,0,Manager,9.951324881950288,3.0
0,34.0,Self Enquiry,1,2.5649493574615367,Small Business,4.0,Basic,5.0,Unmarried,2.0,0,1,1,Executive,10.014447362844386,2.0
0,35.0,Self Enquiry,3,2.6390573296152584,Salaried,3.0,Basic,3.0,Married,2.0,0,3,1,Executive,9.77406200509567,5.0
0,36.0,Self Enquiry,1,1.791759469228055,Salaried,5.0,Basic,3.0,Married,4.0,0,4,1,Executive,10.014447362844386,2.0
0,40.0,Company Invited,1,2.5649493574615367,Small Business,1.0,Deluxe,4.0,Married,2.0,0,3,0,Manager,10.014447362844386,2.0
0,34.0,Self Enquiry,3,2.6390573296152584,Salaried,3.0,Deluxe,5.0,Married,6.0,0,1,1,Manager,9.975808214115753,5.0
0,42.0,Company Invited,1,2.6390573296152584,Salaried,3.0,King,3.0,Married,2.0,0,5,1,VP,10.399231263877141,4.0
1,23.0,Self Enquiry,1,2.4849066497880004,Salaried,1.0,Basic,5.0,Married,2.0,1,3,0,Executive,9.717218213494077,3.0
0,24.0,Company Invited,1,2.70805020110221,Salaried,4.0,Basic,4.0,Married,2.0,0,5,0,Executive,9.780980878043332,3.0
0,52.0,Self Enquiry,1,2.833213344056216,Salaried,3.0,Deluxe,3.0,Married,1.0,0,1,1,Manager,9.806370741756401,2.0
0,50.0,Self Enquiry,1,2.0794415416798357,Small Business,3.0,Super Deluxe,3.0,Married,6.0,0,1,0,AVP,10.39326317135381,4.0
1,29.0,Self Enquiry,1,1.791759469228055,Salaried,4.0,Basic,5.0,Married,2.0,1,1,0,Executive,9.759559443729044,2.0
0,33.0,Self Enquiry,1,2.5649493574615367,Small Business,3.0,Standard,3.0,Married,1.0,0,4,1,Senior Manager,10.192081708912877,2.0
1,33.0,Self Enquiry,3,3.091042453358316,Small Business,3.0,Deluxe,5.0,Unmarried,6.0,0,3,1,Manager,9.919557732713622,3.0
0,47.0,Self Enquiry,1,2.0794415416798357,Salaried,3.0,Super Deluxe,3.0,Married,2.0,1,4,1,AVP,10.365710994462901,2.0
0,36.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Deluxe,4.0,Married,1.0,0,5,1,Manager,9.914823062199874,3.0
0,29.0,Self Enquiry,1,3.367295829986474,Salaried,1.0,Basic,3.0,Married,2.0,0,1,1,Executive,9.78131991856192,3.0
1,58.0,Self Enquiry,1,2.0794415416798357,Salaried,3.0,King,4.0,Unmarried,1.0,1,3,1,VP,10.399231263877141,2.0
0,35.0,Self Enquiry,1,1.791759469228055,Salaried,1.0,Basic,3.0,Unmarried,4.0,0,3,1,Executive,9.770298958292383,3.0
0,42.0,Self Enquiry,1,1.791759469228055,Salaried,4.0,Deluxe,3.0,Married,1.0,1,3,0,Manager,9.955225747940542,2.0
1,28.0,Self Enquiry,1,2.5649493574615367,Small Business,3.0,Basic,3.0,Unmarried,7.0,0,3,1,Executive,10.014447362844386,3.0
0,36.0,Self Enquiry,2,2.9444389791664403,Salaried,3.0,Basic,4.0,Married,5.0,0,3,1,Executive,9.749345206007481,3.0
0,32.0,Self Enquiry,1,2.302585092994046,Salaried,4.0,Deluxe,3.0,Married,2.0,0,4,1,Manager,9.959962399464107,4.0
0,40.0,Company Invited,1,3.091042453358316,Small Business,4.0,Deluxe,3.0,Unmarried,7.0,0,5,0,Manager,9.90817654202226,2.0
0,30.0,Self Enquiry,1,2.0794415416798357,Small Business,4.0,Deluxe,3.0,Unmarried,6.0,1,1,1,Manager,9.993191135617908,3.0
0,45.0,Self Enquiry,1,2.0794415416798357,Salaried,4.0,Basic,3.0,Unmarried,2.0,0,3,1,Executive,9.756957759840232,3.0
0,42.0,Self Enquiry,1,2.5649493574615367,Salaried,3.0,Deluxe,4.0,Married,2.0,0,3,1,Manager,10.014447362844386,3.0
0,38.0,Company Invited,1,2.8903717578961645,Salaried,4.0,Deluxe,5.0,Married,3.0,0,5,1,Manager,9.965898812657525,1.0
0,34.0,Company Invited,1,3.091042453358316,Salaried,4.0,Basic,3.0,Unmarried,2.0,0,5,1,Executive,9.772980154456345,5.0
1,49.0,Self Enquiry,3,2.833213344056216,Small Business,3.0,Standard,3.0,Married,2.0,0,4,0,Senior Manager,10.02809171576066,2.0
1,55.0,Self Enquiry,3,2.0794415416798357,Small Business,3.0,Deluxe,3.0,Unmarried,5.0,0,1,1,Manager,9.911455722185305,2.0
0,43.0,Self Enquiry,1,2.995732273553991,Salaried,3.0,Super Deluxe,5.0,Married,7.0,0,5,1,AVP,10.378447628282094,4.0
0,27.0,Self Enquiry,1,2.3978952727983707,Large Business,4.0,Standard,3.0,Married,2.0,1,3,1,Senior Manager,10.233079028065118,3.0
0,35.0,Self Enquiry,1,2.5649493574615367,Salaried,3.0,Standard,3.0,Unmarried,4.0,0,3,0,Senior Manager,10.135432259803407,3.0
0,28.0,Self Enquiry,3,2.5649493574615367,Small Business,3.0,Deluxe,4.0,Married,2.0,1,3,1,Manager,9.89237604778141,3.0
0,36.0,Self Enquiry,2,2.1972245773362196,Salaried,3.0,Basic,3.0,Married,1.0,0,1,1,Executive,10.014447362844386,2.0
1,26.0,Company Invited,1,2.3978952727983707,Small Business,4.0,Basic,3.0,Married,2.0,1,1,0,Executive,9.76226955062059,3.0
0,27.0,Company Invited,1,2.1972245773362196,Small Business,3.0,Basic,3.0,Married,2.0,0,1,0,Executive,9.723523215315852,2.0
0,51.0,Self Enquiry,3,3.4657359027997265,Small Business,3.0,Super Deluxe,3.0,Married,3.0,0,3,1,AVP,10.351596993696585,4.0
